customer_id,customer_type,full_name_en,full_name_ar,id_number,id_type,date_of_birth,nationality,address_line1,address_line2,city,emirate,country,postal_code,phone_primary,phone_secondary,email_primary,email_secondary,address_known,last_contact_date,last_contact_method,kyc_status,kyc_expiry_date,risk_rating,account_id,account_type,account_subtype,account_name,currency,account_status,dormancy_status,opening_date,closing_date,last_transaction_date,last_system_transaction_date,balance_current,balance_available,balance_minimum,interest_rate,interest_accrued,is_joint_account,joint_account_holders,has_outstanding_facilities,maturity_date,auto_renewal,last_statement_date,statement_frequency,tracking_id,dormancy_trigger_date,dormancy_period_start,dormancy_period_months,dormancy_classification_date,transfer_eligibility_date,current_stage,contact_attempts_made,last_contact_attempt_date,waiting_period_start,waiting_period_end,transferred_to_ledger_date,transferred_to_cb_date,cb_transfer_amount,cb_transfer_reference,exclusion_reason,created_date,updated_date,updated_by
CUS971002,INDIVIDUAL,Fatima Al-Suwaidi,Fatima Al-Suwaidi,78419917874568,EMIRATES_ID,1979-03-02,UAE,"Building 562, Street 32",Area 7,Ajman,SHARJAH,UAE,40737,+97150045936,,fatima.al-suwaidi@gmail.com,fatima.al-suwaidi@hotmail.com,YES,2019-12-11,PHONE,PENDING,2024-12-24,LOW,ACC2760168,CURRENT,CORPORATE,CURRENT - Fatima Al-Suwaidi,EUR,DORMANT,FLAGGED,2021-09-05,,2019-02-17,2019-03-09,10012.47,8472.873086738002,500,0.0,0.0,NO,,YES,,,2019-01-12,MONTHLY,TRK141360,2022-02-16,2022-02-16,54.0,2022-02-16,2024-02-16,WAITING,2,2019-12-11,2019-12-12,2020-03-10,,,10012.47,CB940534,,2021-09-05 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS809641,INDIVIDUAL,Fatima Al-Mansouri,Fatima Al-Mansouri,78419906998314,EMIRATES_ID,1998-08-20,JORDAN,"Building 275, Street 47",Area 3,Sharjah,UMM_AL_QUWAIN,UAE,54921,+97153068039,,fatima.al-mansouri@hotmail.com,fatima.al-mansouri@outlook.com,NO,2022-08-27,LETTER,EXPIRED,2026-03-04,LOW,ACC6246354,INVESTMENT,PORTFOLIO,INVESTMENT - Fatima Al-Mansouri,AED,DORMANT,FLAGGED,2022-05-15,,2021-08-31,2021-09-30,582.65,564.5120877211865,0,0.91,27.06,NO,3.0,NO,,,2021-07-21,ANNUAL,TRK498197,2024-08-30,2024-08-30,58.0,2024-08-30,,FLAGGED,5,2022-08-27,2022-08-28,2022-11-25,,,,,,2022-05-15 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS817712,INDIVIDUAL,Fatima Al-Kaabi,Fatima Al-Kaabi,78420016675742,EMIRATES_ID,1986-09-23,PAKISTAN,"Building 718, Street 40",Area 4,Ajman,RAS_AL_KHAIMAH,UAE,42581,+97158085438,,fatima.al-kaabi@hotmail.com,,YES,2021-10-05,PHONE,PENDING,2024-09-28,MEDIUM,ACC3192032,INVESTMENT,SECURITIES,INVESTMENT - Fatima Al-Kaabi,GBP,DORMANT,FLAGGED,2016-07-29,,2021-08-30,2021-09-26,3260.47,2716.2348733466506,0,3.51,74.42,NO,1.0,YES,,,2021-06-26,ANNUAL,TRK497030,2024-08-29,2024-08-29,61.0,2024-08-29,,CONTACTED,2,2021-10-05,2021-10-06,2022-01-03,,,,,,2016-07-29 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS182659,INDIVIDUAL,Sara Al-Mansouri,Sara Al-Mansouri,78419837768594,EMIRATES_ID,1983-01-18,JORDAN,"Building 563, Street 1",Area 3,Sharjah,FUJAIRAH,UAE,83706,+97153470388,+97157653898,sara.al-mansouri@outlook.com,,YES,2020-02-15,EMAIL,EXPIRED,2025-09-25,HIGH,ACC8702329,INVESTMENT,PORTFOLIO,INVESTMENT - Sara Al-Mansouri,SAR,DORMANT,FLAGGED,2022-08-03,,2019-02-16,2019-03-03,22408.7,21138.835130257252,0,1.95,629.71,YES,,YES,,,2019-01-17,QUARTERLY,TRK472390,2022-02-15,2022-02-15,76.0,2022-02-15,2024-02-15,WAITING,3,2020-02-15,2020-02-16,2020-05-15,,,22408.7,CB674295,,2022-08-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS647341,INDIVIDUAL,Mohammed Al-Kaabi,Mohammed Al-Kaabi,78419924616991,EMIRATES_ID,1984-04-23,EGYPT,"Building 347, Street 7",Area 14,Dubai,RAS_AL_KHAIMAH,UAE,98098,+97159878611,,mohammed.al-kaabi@hotmail.com,,YES,2019-12-21,LETTER,COMPLIANT,2026-12-02,HIGH,ACC7272839,CURRENT,INDIVIDUAL,CURRENT - Mohammed Al-Kaabi,GBP,DORMANT,FLAGGED,2017-01-25,,2019-08-17,2019-09-12,5437.38,4986.20873069436,500,0.0,0.0,YES,,YES,,,2019-06-02,MONTHLY,TRK208584,2022-08-16,2022-08-16,60.0,2022-08-16,2024-08-15,WAITING,1,2019-12-21,2019-12-22,2020-03-20,,,5437.38,CB628597,,2017-01-25 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS503348,CORPORATE,Omar Al-Dhaheri,Omar Al-Dhaheri,78420026266549,EMIRATES_ID,1992-12-18,INDIA,"Building 648, Street 14",Area 7,Abu Dhabi,FUJAIRAH,UAE,48086,+97155793064,+97152225862,omar.al-dhaheri@yahoo.com,,NO,2020-04-22,PHONE,EXPIRED,2026-08-19,HIGH,ACC8024028,SAVINGS,MINOR,SAVINGS - Omar Al-Dhaheri,GBP,DORMANT,FLAGGED,2022-05-16,,2019-05-20,2019-06-10,40259.36,38229.23123343169,500,3.87,863.04,NO,3.0,YES,,,2019-04-19,QUARTERLY,TRK252386,2022-05-19,2022-05-19,39.0,2022-05-19,2024-05-18,FLAGGED,3,2020-04-22,2020-04-23,2020-07-21,,,40259.36,CB309612,,2022-05-16 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS379947,INDIVIDUAL,Mohammed Al-Suwaidi,Mohammed Al-Suwaidi,78419994763253,EMIRATES_ID,1993-11-18,UAE,"Building 399, Street 16",Area 17,Sharjah,RAS_AL_KHAIMAH,UAE,97096,+97150788191,+97156502088,mohammed.al-suwaidi@hotmail.com,mohammed.al-suwaidi@outlook.com,YES,2018-10-06,PHONE,PENDING,2025-04-20,MEDIUM,ACC3700047,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Mohammed Al-Suwaidi,USD,DORMANT,FLAGGED,2021-08-19,,2018-01-18,2018-02-16,78651.38,72890.7719371125,0,3.34,1943.45,YES,,YES,2025-08-31,YES,2017-12-01,QUARTERLY,TRK286044,2021-01-17,2021-01-17,79.0,2021-01-17,2023-01-17,FLAGGED,2,2018-10-06,2018-10-07,2019-01-04,,,78651.38,CB296059,,2021-08-19 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS282237,INDIVIDUAL,Ahmed Al-Kaabi,Ahmed Al-Kaabi,78419908823741,EMIRATES_ID,1992-03-02,INDIA,"Building 158, Street 21",Area 20,Dubai,UMM_AL_QUWAIN,UAE,91968,+97155052539,,ahmed.al-kaabi@outlook.com,,NO,2019-03-29,EMAIL,COMPLIANT,2026-02-26,HIGH,ACC9620919,CURRENT,CORPORATE,CURRENT - Ahmed Al-Kaabi,USD,DORMANT,FLAGGED,2022-02-11,,2018-10-20,2018-11-02,13285.56,12071.47279703108,500,0.0,0.0,NO,,YES,,,2018-07-26,MONTHLY,TRK795556,2021-10-19,2021-10-19,57.0,2021-10-19,2023-10-19,WAITING,4,2019-03-29,2019-03-30,2019-06-27,,,13285.56,CB478323,,2022-02-11 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS407835,INDIVIDUAL,Ahmed Al-Mansouri,Ahmed Al-Mansouri,78419816384429,EMIRATES_ID,1982-02-13,SYRIA,"Building 263, Street 35",Area 10,Dubai,FUJAIRAH,UAE,59146,+97158628674,+97157475204,ahmed.al-mansouri@hotmail.com,,YES,2020-12-07,SMS,PENDING,2024-02-06,HIGH,ACC4664903,INVESTMENT,PORTFOLIO,INVESTMENT - Ahmed Al-Mansouri,SAR,DORMANT,FLAGGED,2016-09-19,,2019-12-25,2019-12-25,22338.8,20672.026519519928,0,1.34,785.89,YES,2.0,YES,,,2019-11-12,ANNUAL,TRK969005,2022-12-24,2022-12-24,80.0,2022-12-24,,TRANSFER_READY,4,2020-12-07,2020-12-08,2021-03-07,,,,,,2016-09-19 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS777968,INDIVIDUAL,Sara Al-Mazrouei,Sara Al-Mazrouei,78419984819259,EMIRATES_ID,1999-05-14,INDIA,"Building 398, Street 29",Area 13,Ajman,SHARJAH,UAE,12213,+97156534756,+97158973031,sara.al-mazrouei@gmail.com,,YES,2022-02-21,PHONE,PENDING,2024-06-17,LOW,ACC2209981,SAVINGS,INDIVIDUAL,SAVINGS - Sara Al-Mazrouei,EUR,DORMANT,FLAGGED,2023-04-24,,2021-09-16,2021-10-11,4467.29,4186.635774957315,500,2.93,94.98,NO,,YES,,,2021-07-18,MONTHLY,TRK659381,2024-09-15,2024-09-15,50.0,2024-09-15,,CONTACTED,1,2022-02-21,2022-02-22,2022-05-22,,,,,,2023-04-24 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS883028,INDIVIDUAL,Ali Al-Mazrouei,Ali Al-Mazrouei,78419807611593,EMIRATES_ID,1987-09-03,JORDAN,"Building 313, Street 14",Area 12,Abu Dhabi,AJMAN,UAE,94663,+97158599207,,ali.al-mazrouei@yahoo.com,,NO,,,COMPLIANT,2024-03-22,HIGH,ACC7559766,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Ali Al-Mazrouei,AED,DORMANT,FLAGGED,2023-10-18,,2018-04-16,2018-05-13,37939.92,36050.82926933628,0,4.46,1212.33,YES,,YES,2027-11-24,YES,2018-03-01,MONTHLY,TRK307007,2021-04-15,2021-04-15,82.0,2021-04-15,2023-04-15,TRANSFER_READY,0,,,,,,37939.92,CB446922,,2023-10-18 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS474486,CORPORATE,Ali Al-Shamsi,Ali Al-Shamsi,78419996128383,EMIRATES_ID,1992-10-05,UAE,"Building 580, Street 37",Area 12,Sharjah,AJMAN,UAE,32103,+97150081065,,ali.al-shamsi@yahoo.com,ali.al-shamsi@hotmail.com,NO,,,EXPIRED,2024-11-24,MEDIUM,ACC3151093,SAVINGS,INDIVIDUAL,SAVINGS - Ali Al-Shamsi,GBP,ACTIVE,ACTIVE,2018-11-13,,2024-08-23,2024-09-06,63898.29,56810.15458974928,500,3.6,1883.65,YES,,YES,,,2024-06-01,QUARTERLY,TRK966589,,,,,,ACTIVE,0,,,,,,,,,2018-11-13 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS246802,INDIVIDUAL,Fatima Al-Mansouri,Fatima Al-Mansouri,78419815372416,EMIRATES_ID,1987-09-16,JORDAN,"Building 670, Street 50",Area 5,Sharjah,AJMAN,UAE,39269,+97159891859,+97154882155,fatima.al-mansouri@yahoo.com,,YES,,,EXPIRED,2025-09-01,HIGH,ACC4295580,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Fatima Al-Mansouri,USD,ACTIVE,ACTIVE,2017-05-24,,2024-03-16,2024-04-12,317655.11,315368.0102552304,0,4.43,11869.65,YES,,YES,2021-08-21,NO,2024-01-10,ANNUAL,TRK791444,,,,,,ACTIVE,0,,,,,,,,,2017-05-24 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS253300,INDIVIDUAL,Aisha Al-Suwaidi,Aisha Al-Suwaidi,78419967060792,EMIRATES_ID,1982-08-15,PAKISTAN,"Building 903, Street 3",Area 2,Sharjah,DUBAI,UAE,78337,+97154588489,+97154417710,aisha.al-suwaidi@yahoo.com,,NO,,,EXPIRED,2026-11-27,LOW,ACC9111841,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Aisha Al-Suwaidi,SAR,ACTIVE,ACTIVE,2019-10-11,,2024-08-04,2024-08-12,36116.27,31611.33437298791,0,4.13,1107.14,NO,2.0,NO,2022-02-01,YES,2024-05-16,QUARTERLY,TRK733561,,,,,,ACTIVE,0,,,,,,,,,2019-10-11 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS106918,INDIVIDUAL,Mohammed Al-Zaabi,Mohammed Al-Zaabi,78419853640018,EMIRATES_ID,1981-10-23,UAE,"Building 837, Street 8",Area 8,Ajman,UMM_AL_QUWAIN,UAE,53283,+97151901507,,mohammed.al-zaabi@hotmail.com,,YES,,,PENDING,2025-01-08,LOW,ACC9419427,SAVINGS,MINOR,SAVINGS - Mohammed Al-Zaabi,USD,ACTIVE,ACTIVE,2021-07-19,,2024-03-12,2024-03-30,128873.66,118366.53019689299,500,1.04,3931.38,YES,,NO,,,2023-12-14,MONTHLY,TRK641737,,,,,,ACTIVE,0,,,,,,,,,2021-07-19 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS525151,INDIVIDUAL,Aisha Al-Kaabi,Aisha Al-Kaabi,78420054051509,EMIRATES_ID,1989-11-17,PHILIPPINES,"Building 271, Street 11",Area 11,Ajman,FUJAIRAH,UAE,87410,+97151154992,,aisha.al-kaabi@hotmail.com,,YES,,,COMPLIANT,2026-09-22,MEDIUM,ACC1312392,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Aisha Al-Kaabi,USD,ACTIVE,ACTIVE,2022-01-03,,2024-04-03,2024-04-22,434314.69,355816.529299396,0,2.4,15022.91,YES,3.0,YES,2024-03-27,NO,2024-02-28,QUARTERLY,TRK791423,,,,,,ACTIVE,0,,,,,,,,,2022-01-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS236659,INDIVIDUAL,Omar Al-Dhaheri,Omar Al-Dhaheri,78420059088689,EMIRATES_ID,1995-07-12,JORDAN,"Building 604, Street 48",Area 19,Dubai,AJMAN,UAE,27548,+97154270103,,omar.al-dhaheri@yahoo.com,omar.al-dhaheri@gmail.com,NO,,,PENDING,2026-07-09,LOW,ACC1020136,INVESTMENT,PORTFOLIO,INVESTMENT - Omar Al-Dhaheri,AED,ACTIVE,ACTIVE,2019-02-09,,2024-11-08,2024-11-30,139679.74,132518.239084954,0,0.53,4316.33,YES,,YES,,,2024-08-26,QUARTERLY,TRK528705,,,,,,ACTIVE,0,,,,,,,,,2019-02-09 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS479867,CORPORATE,Noor Al-Dhaheri,Noor Al-Dhaheri,78420017668174,EMIRATES_ID,1994-04-14,INDIA,"Building 566, Street 36",Area 16,Abu Dhabi,SHARJAH,UAE,83281,+97159309867,,noor.al-dhaheri@outlook.com,,NO,,,PENDING,2024-11-04,HIGH,ACC2788169,SAVINGS,MINOR,SAVINGS - Noor Al-Dhaheri,USD,ACTIVE,ACTIVE,2019-10-27,,2024-03-01,2024-03-15,85000.53,81313.3644354523,500,4.3,1190.95,NO,,YES,,,2024-01-21,QUARTERLY,TRK766764,,,,,,ACTIVE,0,,,,,,,,,2019-10-27 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS105547,INDIVIDUAL,Noor Al-Kaabi,Noor Al-Kaabi,78419991633429,EMIRATES_ID,1993-07-13,UAE,"Building 629, Street 42",Area 17,Sharjah,RAS_AL_KHAIMAH,UAE,88311,+97150964069,+97152940561,noor.al-kaabi@hotmail.com,,YES,,,PENDING,2026-05-07,LOW,ACC2528212,SAVINGS,MINOR,SAVINGS - Noor Al-Kaabi,SAR,ACTIVE,ACTIVE,2019-10-06,,2024-10-29,2024-11-14,52986.85,47855.747904608994,500,1.43,889.08,YES,,YES,,,2024-09-19,MONTHLY,TRK389340,,,,,,ACTIVE,0,,,,,,,,,2019-10-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS917546,CORPORATE,Omar Al-Shamsi,Omar Al-Shamsi,78420036840069,EMIRATES_ID,1981-05-08,EGYPT,"Building 621, Street 13",Area 15,Ajman,FUJAIRAH,UAE,10609,+97154380657,,omar.al-shamsi@gmail.com,,NO,,,EXPIRED,2024-09-09,HIGH,ACC7701385,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Omar Al-Shamsi,SAR,ACTIVE,ACTIVE,2016-01-11,,2024-03-10,2024-03-18,12606.43,11835.400221641528,0,4.36,410.05,YES,,NO,2017-05-30,YES,2023-12-28,QUARTERLY,TRK715332,,,,,,ACTIVE,0,,,,,,,,,2016-01-11 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS128679,CORPORATE,Fatima Al-Kaabi,Fatima Al-Kaabi,78419936923972,EMIRATES_ID,1986-09-01,SYRIA,"Building 718, Street 17",Area 8,Sharjah,DUBAI,UAE,62288,+97155737688,,fatima.al-kaabi@yahoo.com,,NO,,,COMPLIANT,2026-05-06,HIGH,ACC9086117,CURRENT,CORPORATE,CURRENT - Fatima Al-Kaabi,USD,ACTIVE,ACTIVE,2021-05-05,,2024-08-10,2024-08-25,135544.14,128417.5611461366,500,0.0,0.0,YES,,NO,,,2024-06-28,MONTHLY,TRK312616,,,,,,ACTIVE,0,,,,,,,,,2021-05-05 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS975498,INDIVIDUAL,Fatima Al-Mansouri,Fatima Al-Mansouri,78419957227644,EMIRATES_ID,1989-06-16,UAE,"Building 920, Street 37",Area 9,Ajman,ABU_DHABI,UAE,76995,+97154702093,,fatima.al-mansouri@yahoo.com,,NO,,,EXPIRED,2026-01-17,MEDIUM,ACC5189194,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Fatima Al-Mansouri,GBP,ACTIVE,ACTIVE,2018-05-25,,2023-12-20,2024-01-16,478110.94,448117.9550901945,0,1.2,23456.26,NO,,YES,2022-11-02,YES,2023-11-20,ANNUAL,TRK320989,,,,,,ACTIVE,0,,,,,,,,,2018-05-25 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS497859,CORPORATE,Noor Al-Suwaidi,Noor Al-Suwaidi,78419914085559,EMIRATES_ID,1985-07-07,INDIA,"Building 430, Street 45",Area 12,Sharjah,UMM_AL_QUWAIN,UAE,62506,+97154691405,,noor.al-suwaidi@yahoo.com,noor.al-suwaidi@yahoo.com,YES,,,PENDING,2025-04-18,MEDIUM,ACC2690268,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Noor Al-Suwaidi,GBP,ACTIVE,ACTIVE,2021-04-05,,2024-08-27,2024-09-02,276538.88,229297.39664505175,0,4.34,4419.62,YES,,NO,2023-10-08,NO,2024-07-20,ANNUAL,TRK642121,,,,,,ACTIVE,0,,,,,,,,,2021-04-05 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS659921,INDIVIDUAL,Ali Al-Shamsi,Ali Al-Shamsi,78419814614941,EMIRATES_ID,1996-05-16,JORDAN,"Building 860, Street 41",Area 4,Ajman,RAS_AL_KHAIMAH,UAE,53864,+97154358202,,ali.al-shamsi@outlook.com,,NO,,,COMPLIANT,2025-11-20,LOW,ACC6297024,INVESTMENT,SECURITIES,INVESTMENT - Ali Al-Shamsi,SAR,ACTIVE,ACTIVE,2022-10-23,,2024-02-14,2024-03-03,10018.01,9316.479781697393,0,2.65,492.63,NO,,NO,,,2023-11-27,ANNUAL,TRK568640,,,,,,ACTIVE,0,,,,,,,,,2022-10-23 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS182216,INDIVIDUAL,Mohammed Al-Suwaidi,Mohammed Al-Suwaidi,78419823717900,EMIRATES_ID,1980-04-11,EGYPT,"Building 325, Street 42",Area 10,Sharjah,FUJAIRAH,UAE,94494,+97156634639,,mohammed.al-suwaidi@hotmail.com,mohammed.al-suwaidi@outlook.com,NO,,,EXPIRED,2024-03-28,LOW,ACC7393310,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Mohammed Al-Suwaidi,USD,ACTIVE,ACTIVE,2020-02-20,,2024-01-08,2024-01-31,404819.99,342852.3475187712,0,1.51,16093.62,YES,,NO,2023-07-02,NO,2023-12-03,MONTHLY,TRK166891,,,,,,ACTIVE,0,,,,,,,,,2020-02-20 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS596171,INDIVIDUAL,Hassan Al-Suwaidi,Hassan Al-Suwaidi,78420007540534,EMIRATES_ID,1979-04-08,UAE,"Building 756, Street 19",Area 15,Abu Dhabi,ABU_DHABI,UAE,79041,+97152862327,,hassan.al-suwaidi@outlook.com,hassan.al-suwaidi@outlook.com,NO,,,EXPIRED,2026-05-18,MEDIUM,ACC1903041,CURRENT,CORPORATE,CURRENT - Hassan Al-Suwaidi,USD,ACTIVE,ACTIVE,2022-03-06,,2024-10-08,2024-11-07,52859.23,49662.54562073826,500,0.0,0.0,YES,,NO,,,2024-07-30,ANNUAL,TRK766738,,,,,,ACTIVE,0,,,,,,,,,2022-03-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS691380,INDIVIDUAL,Sara Al-Shamsi,Sara Al-Shamsi,78419891177097,EMIRATES_ID,1970-09-27,EGYPT,"Building 777, Street 9",Area 12,Sharjah,AJMAN,UAE,80136,+97150139537,+97158253243,sara.al-shamsi@hotmail.com,,NO,,,EXPIRED,2026-04-26,LOW,ACC8297709,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Sara Al-Shamsi,SAR,ACTIVE,ACTIVE,2019-10-26,,2024-10-16,2024-10-27,223720.85,187414.1319559841,0,4.03,6148.8,YES,,NO,2023-02-16,NO,2024-07-25,QUARTERLY,TRK331307,,,,,,ACTIVE,0,,,,,,,,,2019-10-26 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS375754,CORPORATE,Aisha Al-Shamsi,Aisha Al-Shamsi,78419899924543,EMIRATES_ID,1995-05-14,JORDAN,"Building 193, Street 5",Area 6,Abu Dhabi,SHARJAH,UAE,24464,+97157639388,+97154565653,aisha.al-shamsi@hotmail.com,,YES,,,COMPLIANT,2024-09-01,LOW,ACC2328918,INVESTMENT,PORTFOLIO,INVESTMENT - Aisha Al-Shamsi,AED,ACTIVE,ACTIVE,2016-03-29,,2024-01-22,2024-01-31,161611.2,137989.94969207488,0,3.36,6316.46,YES,,YES,,,2023-11-22,MONTHLY,TRK458521,,,,,,ACTIVE,0,,,,,,,,,2016-03-29 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS540656,INDIVIDUAL,Sara Al-Mazrouei,Sara Al-Mazrouei,78419815471188,EMIRATES_ID,1994-07-03,JORDAN,"Building 557, Street 31",Area 6,Abu Dhabi,UMM_AL_QUWAIN,UAE,42778,+97156401806,+97152046175,sara.al-mazrouei@yahoo.com,,NO,,,COMPLIANT,2026-01-07,MEDIUM,ACC6227389,INVESTMENT,SECURITIES,INVESTMENT - Sara Al-Mazrouei,AED,ACTIVE,ACTIVE,2015-07-03,,2024-11-14,2024-11-30,66384.61,61950.22272344938,0,1.33,1697.12,NO,1.0,YES,,,2024-08-29,ANNUAL,TRK646230,,,,,,ACTIVE,0,,,,,,,,,2015-07-03 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS228074,INDIVIDUAL,Ali Al-Zaabi,Ali Al-Zaabi,78419878284023,EMIRATES_ID,1980-01-06,INDIA,"Building 814, Street 18",Area 19,Dubai,AJMAN,UAE,41862,+97150149818,+97159748854,ali.al-zaabi@hotmail.com,,YES,,,EXPIRED,2024-04-06,MEDIUM,ACC5249882,INVESTMENT,PORTFOLIO,INVESTMENT - Ali Al-Zaabi,AED,ACTIVE,ACTIVE,2021-06-23,,2024-11-04,2024-11-25,172799.7,159620.08918892377,0,4.22,8619.06,YES,,YES,,,2024-08-22,ANNUAL,TRK929912,,,,,,ACTIVE,0,,,,,,,,,2021-06-23 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS212608,INDIVIDUAL,Mariam Al-Shamsi,Mariam Al-Shamsi,78419807337911,EMIRATES_ID,1981-12-05,JORDAN,"Building 257, Street 3",Area 16,Ajman,FUJAIRAH,UAE,48628,+97159105566,+97153183910,mariam.al-shamsi@yahoo.com,,NO,,,PENDING,2025-05-28,HIGH,ACC3111034,INVESTMENT,MUTUAL_FUND,INVESTMENT - Mariam Al-Shamsi,SAR,ACTIVE,ACTIVE,2019-01-01,,2024-01-05,2024-01-10,151461.16,123255.3534425436,0,1.12,3305.93,NO,,NO,,,2023-12-06,ANNUAL,TRK630535,,,,,,ACTIVE,0,,,,,,,,,2019-01-01 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS497455,CORPORATE,Mariam Al-Suwaidi,Mariam Al-Suwaidi,78419869792431,EMIRATES_ID,1991-08-25,PHILIPPINES,"Building 565, Street 10",Area 20,Sharjah,SHARJAH,UAE,63713,+97155402667,,mariam.al-suwaidi@gmail.com,,YES,,,COMPLIANT,2024-04-04,MEDIUM,ACC4112748,CURRENT,JOINT,CURRENT - Mariam Al-Suwaidi,USD,ACTIVE,ACTIVE,2023-03-18,,2024-07-31,2024-08-03,64478.47,51993.08022906242,500,0.0,0.0,NO,,NO,,,2024-06-28,QUARTERLY,TRK331444,,,,,,ACTIVE,0,,,,,,,,,2023-03-18 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS735388,CORPORATE,Sara Al-Suwaidi,Sara Al-Suwaidi,78419977978536,EMIRATES_ID,1996-06-26,UAE,"Building 726, Street 4",Area 20,Sharjah,FUJAIRAH,UAE,15328,+97151180916,+97151307538,sara.al-suwaidi@yahoo.com,sara.al-suwaidi@gmail.com,YES,,,PENDING,2024-09-13,LOW,ACC2189067,CURRENT,INDIVIDUAL,CURRENT - Sara Al-Suwaidi,USD,ACTIVE,ACTIVE,2023-03-29,,2024-04-05,2024-04-21,160303.48,149302.70221608487,500,0.0,0.0,YES,,NO,,,2024-01-19,MONTHLY,TRK903506,,,,,,ACTIVE,0,,,,,,,,,2023-03-29 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS769646,CORPORATE,Omar Al-Mansouri,Omar Al-Mansouri,78420013653760,EMIRATES_ID,1987-10-15,EGYPT,"Building 956, Street 23",Area 11,Sharjah,UMM_AL_QUWAIN,UAE,58722,+97156917972,+97157224069,omar.al-mansouri@outlook.com,,YES,,,EXPIRED,2026-12-09,MEDIUM,ACC7005628,INVESTMENT,PORTFOLIO,INVESTMENT - Omar Al-Mansouri,GBP,ACTIVE,ACTIVE,2018-04-05,,2024-08-30,2024-09-13,110218.11,109332.49494158452,0,0.5,1255.0,NO,,YES,,,2024-06-05,QUARTERLY,TRK106887,,,,,,ACTIVE,0,,,,,,,,,2018-04-05 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS414922,INDIVIDUAL,Ahmed Al-Suwaidi,Ahmed Al-Suwaidi,78419831633110,EMIRATES_ID,1984-06-05,JORDAN,"Building 142, Street 17",Area 12,Abu Dhabi,ABU_DHABI,UAE,43586,+97155038238,,ahmed.al-suwaidi@hotmail.com,,YES,,,PENDING,2024-12-11,MEDIUM,ACC4722641,SAVINGS,MINOR,SAVINGS - Ahmed Al-Suwaidi,USD,ACTIVE,ACTIVE,2017-09-17,,2023-12-13,2023-12-28,164556.32,158820.0592841355,500,3.26,5438.47,YES,,NO,,,2023-11-11,ANNUAL,TRK947607,,,,,,ACTIVE,0,,,,,,,,,2017-09-17 00:00:00,2024-12-01 00:00:00,SYSTEM
